col_id,row_id,time_id,from,to,label_id,twdtw_dist
59925,48787,1,11213,11579,4,2.69732
59925,48788,1,11181,11531,2,1.96542
59925,48789,1,11181,11547,2,1.90801
59925,48790,1,11181,11547,2,2.2972
59925,48791,1,11181,11531,2,2.57131
59925,48792,1,11181,11531,2,2.91618
59925,48793,1,11181,11531,2,2.49953
59925,48794,1,11197,11547,2,2.05423
59925,48795,1,11181,11547,2,2.05387
59925,48796,1,11197,11547,2,2.07276
59925,48797,1,11181,11547,2,2.31994
59925,48798,1,11197,11547,2,2.28775
59925,48799,1,11197,11547,2,2.2942
59926,48779,1,11181,11531,2,3.06943
59926,48780,1,11181,11531,2,2.81767
59926,48781,1,11181,11531,2,2.70886
59926,48782,1,11197,11547,11,2.37404
59926,48783,1,11181,11579,4,2.77
59926,48784,1,11213,11563,4,2.73511
59926,48785,1,11213,11579,4,2.88092
59926,48786,1,11213,11579,4,2.52802
59926,48787,1,11181,11563,4,2.43153
59926,48788,1,11197,11531,2,2.56292
59926,48789,1,11181,11547,2,1.99854
59926,48790,1,11197,11547,4,2.56743
59926,48791,1,11181,11563,4,2.56066
59926,48792,1,11213,11563,4,2.31954
59926,48793,1,11197,11563,4,2.31692
59926,48794,1,11197,11547,4,2.52168
59926,48795,1,11181,11531,2,2.45268
59926,48796,1,11181,11531,2,2.23362
59926,48797,1,11181,11547,2,2.34842
59926,48798,1,11181,11547,2,2.44045
59926,48799,1,11197,11547,2,2.09641
59927,48779,1,11197,11547,2,3.01309
59927,48780,1,11181,11531,2,2.9288
59927,48781,1,11197,11531,2,2.65349
59927,48782,1,11181,11563,11,2.52481
59927,48783,1,11181,11547,4,3.06025
59927,48784,1,11181,11547,4,2.86071
59927,48785,1,11213,11563,4,2.81184
59927,48786,1,11213,11563,4,2.50241
59927,48787,1,11197,11563,4,2.22476
59927,48788,1,11213,11563,2,2.83499
59927,48789,1,11181,11531,2,2.31126
59927,48790,1,11181,11547,4,2.56645
59927,48791,1,11213,11563,4,2.62662
59927,48792,1,11213,11563,4,2.50077
59927,48793,1,11213,11563,4,2.23069
59927,48794,1,11197,11547,4,2.23186
59927,48795,1,11197,11547,4,2.36777
59927,48796,1,11197,11531,2,2.72207
59927,48797,1,11181,11547,2,2.69057
59927,48798,1,11181,11547,2,2.41853
59927,48799,1,11197,11515,2,2.81905
59928,48779,1,11181,11531,2,2.84099
59928,48780,1,11181,11531,2,2.95818
59928,48781,1,11181,11531,2,2.38104
59928,48782,1,11213,11531,2,2.80689
59928,48783,1,11197,11531,2,2.76844
59928,48784,1,11197,11531,2,2.97841
59928,48785,1,11197,11579,4,2.80091
59928,48786,1,11213,11563,4,2.57927
59928,48787,1,11197,11579,4,2.38097
59928,48788,1,11181,11579,4,2.59699
59928,48789,1,11181,11531,2,2.42025
59928,48790,1,11197,11563,4,2.27885
59928,48791,1,11197,11563,4,2.76336
59928,48792,1,11197,11547,4,2.59187
59928,48793,1,11229,11563,4,2.6612
59928,48794,1,11197,11547,4,2.35218
59928,48795,1,11197,11563,4,2.36121
59928,48796,1,11197,11531,2,2.75835
59928,48797,1,11181,11547,2,2.72494
59928,48798,1,11197,11563,4,2.85099
59928,48799,1,11197,11563,4,2.92855
59929,48779,1,11181,11547,2,3.41568
59929,48780,1,11181,11563,2,3.46033
59929,48781,1,11181,11547,2,2.79735
59929,48782,1,11197,11547,2,2.22195
59929,48783,1,11181,11531,2,2.90586
59929,48784,1,11197,11531,2,3.053
59929,48785,1,11181,11579,4,2.87189
59929,48786,1,11197,11579,4,2.62635
59929,48787,1,11197,11579,4,2.55408
59929,48788,1,11181,11579,4,2.63158
59929,48789,1,11181,11531,2,2.91544
59929,48790,1,11197,11563,4,2.48626
59929,48791,1,11197,11563,4,2.58273
59929,48792,1,11213,11563,4,2.47787
59929,48793,1,11213,11563,4,2.55486
59929,48794,1,11197,11563,4,3.06047
59929,48795,1,11213,11547,4,2.75487
59929,48796,1,11197,11547,4,2.67773
59929,48797,1,11197,11547,4,3.10644
59929,48798,1,11213,11563,4,3.23508
59929,48799,1,11213,11563,4,3.26306
59930,48779,1,11165,11563,2,3.20835
59930,48780,1,11181,11547,2,3.17837
59930,48781,1,11181,11547,2,3.06915
59930,48782,1,11181,11547,2,2.21873
59930,48783,1,11181,11531,2,2.76067
59930,48784,1,11181,11547,4,3.0048
59930,48785,1,11181,11579,4,2.65115
59930,48786,1,11197,11563,4,2.54232
59930,48787,1,11181,11563,4,2.36376
59930,48788,1,11181,11563,4,2.4622
59930,48789,1,11197,11547,2,3.05593
59930,48790,1,11181,11579,4,2.8747
59930,48791,1,11197,11547,4,2.87904
59930,48792,1,11213,11547,4,2.70393
59930,48793,1,11213,11563,4,2.74164
59930,48794,1,11213,11563,4,3.04565
59930,48795,1,11213,11563,4,2.98446
59930,48796,1,11213,11563,4,3.45399
59930,48797,1,11197,11563,6,3.61384
59930,48798,1,11213,11563,3,3.5401
59930,48799,1,11197,11563,4,3.60929
59931,48779,1,11181,11547,2,3.34578
59931,48780,1,11181,11563,2,3.44723
59931,48781,1,11181,11547,2,3.11104
59931,48782,1,11181,11547,2,2.27477
59931,48783,1,11197,11547,4,2.77145
59931,48784,1,11181,11563,4,2.55901
59931,48785,1,11197,11563,4,2.54474
59931,48786,1,11181,11547,4,2.44457
59931,48787,1,11181,11547,4,2.8169
59931,48788,1,11197,11547,4,2.93214
59931,48789,1,11165,11531,2,2.75842
59931,48790,1,11181,11531,2,3.57247
59931,48791,1,11181,11579,4,3.28241
59931,48792,1,11213,11563,4,2.66366
59931,48793,1,11213,11563,4,3.17123
59931,48794,1,11181,11563,4,3.2064
59931,48795,1,11213,11579,4,3.14091
59931,48796,1,11213,11563,4,3.28238
59931,48797,1,11197,11547,8,3.46267
59931,48798,1,11197,11563,6,3.58902
59931,48799,1,11213,11547,4,3.60031
59932,48779,1,11165,11547,2,3.45989
59932,48780,1,11181,11547,2,3.41983
59932,48781,1,11181,11547,2,3.21507
59932,48782,1,11181,11547,2,2.39781
59932,48783,1,11197,11547,4,2.82834
59932,48784,1,11197,11547,4,2.35124
59932,48785,1,11197,11563,4,2.66774
59932,48786,1,11181,11579,4,2.60564
59932,48787,1,11197,11547,4,2.85741
59932,48788,1,11181,11563,4,3.20742
59932,48789,1,11197,11531,2,2.85271
59932,48790,1,11197,11547,2,3.10022
59932,48791,1,11181,11579,4,3.51444
59932,48792,1,11197,11563,4,2.4185
59932,48793,1,11197,11563,4,3.26133
59932,48794,1,11181,11563,4,3.41268
59932,48795,1,11197,11563,4,3.48208
59932,48796,1,11197,11563,4,3.68311
59932,48797,1,11197,11547,8,3.54031
59932,48798,1,11197,11547,8,3.39821
59932,48799,1,11197,11547,4,3.49961
59933,48779,1,11197,11531,2,3.06047
59933,48780,1,11181,11547,2,2.90872
59933,48781,1,11181,11547,2,2.95694
59933,48782,1,11181,11547,2,2.44451
59933,48783,1,11181,11547,4,2.91196
59933,48784,1,11197,11563,4,2.28455
59933,48785,1,11197,11563,4,2.70235
59933,48786,1,11181,11563,4,2.54116
59933,48787,1,11197,11547,4,2.95893
59933,48788,1,11181,11547,4,3.16909
59933,48789,1,11197,11547,2,2.71323
59933,48790,1,11197,11547,2,2.59054
59933,48791,1,11197,11547,2,3.5207
59933,48792,1,11181,11547,4,2.5745
59933,48793,1,11197,11563,4,3.01872
59933,48794,1,11181,11563,4,3.16866
59933,48795,1,11181,11563,4,3.51682
59933,48796,1,11197,11579,6,3.81953
59933,48797,1,11197,11563,6,3.48413
59933,48798,1,11197,11547,6,3.55538
59933,48799,1,11213,11547,4,3.5652
59934,48779,1,11181,11579,4,2.53454
59934,48780,1,11197,11531,2,2.87687
59934,48781,1,11197,11531,2,3.16521
59934,48782,1,11181,11547,4,3.00458
59934,48783,1,11197,11563,11,2.60025
59934,48784,1,11181,11563,4,2.73084
59934,48785,1,11197,11547,4,2.69006
59934,48786,1,11181,11563,4,2.4602
59934,48787,1,11197,11547,4,2.56556
59934,48788,1,11213,11547,4,2.57513
59934,48789,1,11181,11547,4,2.40039
59934,48790,1,11181,11531,2,2.89542
59934,48791,1,11181,11531,2,2.99464
59934,48792,1,11181,11547,4,2.76798
59934,48793,1,11197,11563,4,2.8896
59934,48794,1,11181,11563,4,3.53176
59934,48795,1,11181,11563,4,3.58497
59934,48796,1,11213,11579,4,3.69023
59934,48797,1,11197,11563,6,3.67819
59934,48798,1,11197,11563,6,3.70047
59934,48799,1,11197,11563,6,3.68386
59935,48779,1,11197,11563,4,2.4442
59935,48780,1,11197,11547,4,2.31164
59935,48781,1,11181,11547,4,2.71154
59935,48782,1,11197,11547,4,2.79369
59935,48783,1,11197,11547,11,2.84296
59935,48784,1,11197,11563,4,2.98831
59935,48785,1,11181,11563,4,2.90923
59935,48786,1,11197,11547,4,2.75472
59935,48787,1,11197,11563,4,2.81158
59935,48788,1,11197,11563,4,2.70523
59935,48789,1,11197,11563,4,2.53214
59935,48790,1,11181,11579,4,2.473
59935,48791,1,11181,11579,4,2.72437
59935,48792,1,11181,11547,4,2.48529
59935,48793,1,11197,11563,4,2.54966
59935,48794,1,11197,11547,4,2.95421
59935,48795,1,11181,11563,4,3.3638
59935,48796,1,11213,11579,4,3.4984
59935,48797,1,11197,11563,6,3.48246
59935,48798,1,11197,11563,6,3.8185
59935,48799,1,11197,11547,6,3.62971
59936,48779,1,11197,11547,4,3.13055
59936,48780,1,11213,11563,4,2.56255
59936,48781,1,11181,11563,4,2.89638
59936,48782,1,11197,11531,2,2.4444
59936,48783,1,11181,11531,2,2.22822
59936,48784,1,11197,11547,2,2.69553
59936,48785,1,11181,11547,4,2.5879
59936,48786,1,11181,11563,4,2.91928
59936,48787,1,11181,11563,4,2.38086
59936,48788,1,11197,11531,4,2.48875
59936,48789,1,11197,11563,4,2.53433
59936,48790,1,11197,11579,4,2.73963
59936,48791,1,11197,11579,4,3.03079
59936,48792,1,11197,11579,4,3.00498
59936,48793,1,11181,11547,4,2.92023
59936,48794,1,11197,11563,4,2.62884
59936,48795,1,11181,11579,4,3.64403
59936,48796,1,11213,11547,4,3.5565
59936,48797,1,11197,11547,6,3.44503
59936,48798,1,11197,11563,6,3.76671
59936,48799,1,11197,11563,6,3.57741
59937,48779,1,11197,11563,4,3.09412
59937,48780,1,11181,11547,4,2.90882
59937,48781,1,11181,11531,2,2.78238
59937,48782,1,11181,11531,2,2.35125
59937,48783,1,11181,11531,2,2.33858
59937,48784,1,11181,11531,2,2.61929
59937,48785,1,11197,11547,4,2.73161
59937,48786,1,11197,11547,4,2.6235
59937,48787,1,11181,11563,4,2.3765
59937,48788,1,11197,11547,4,2.30592
59937,48789,1,11197,11579,4,2.64677
59937,48790,1,11197,11563,4,2.86272
59937,48791,1,11197,11563,4,3.01866
59937,48792,1,11197,11579,4,3.19707
59937,48793,1,11197,11563,4,3.43066
59937,48794,1,11197,11563,4,3.22024
59937,48795,1,11197,11579,4,3.4665
59937,48796,1,11197,11563,6,3.60204
59937,48797,1,11197,11563,6,3.57218
59937,48798,1,11197,11563,6,3.8263
59937,48799,1,11197,11547,6,3.7158
59938,48779,1,11197,11563,4,3.18797
59938,48780,1,11197,11547,4,2.7764
59938,48781,1,11197,11563,4,2.74764
59938,48782,1,11197,11547,4,2.91108
59938,48783,1,11181,11563,4,3.06865
59938,48784,1,11181,11563,4,3.34275
59938,48785,1,11197,11563,4,2.91259
59938,48786,1,11181,11563,4,2.81523
59938,48787,1,11213,11563,4,2.72951
59938,48788,1,11213,11563,4,2.47405
59938,48789,1,11197,11563,4,2.65091
59938,48790,1,11181,11547,4,2.89201
59938,48791,1,11197,11579,4,2.98909
59938,48792,1,11197,11579,4,3.2841
59938,48793,1,11197,11563,4,3.41434
59938,48794,1,11197,11579,4,3.6406
59938,48795,1,11197,11579,4,4.05742
59938,48796,1,11197,11547,6,3.61816
59938,48797,1,11197,11563,6,3.54461
59938,48798,1,11197,11563,6,3.6305
59938,48799,1,11197,11563,6,3.97202
59939,48779,1,11181,11547,4,2.81153
59939,48780,1,11197,11563,4,3.18995
59939,48781,1,11197,11563,4,3.37907
59939,48782,1,11197,11563,4,3.39237
59939,48783,1,11181,11547,4,3.43179
59939,48784,1,11213,11563,4,3.70612
59939,48785,1,11197,11563,4,3.68188
59939,48786,1,11197,11563,4,3.6199
59939,48787,1,11213,11563,4,3.68485
59939,48788,1,11213,11563,4,3.76194
59939,48789,1,11197,11563,4,2.85008
59939,48790,1,11181,11547,2,3.0962
59939,48791,1,11197,11563,4,2.81889
59939,48792,1,11197,11563,4,3.32463
59939,48793,1,11197,11563,4,3.47171
59939,48794,1,11197,11579,4,3.7863
59939,48795,1,11197,11579,4,3.93763
59939,48796,1,11197,11579,6,3.60188
59939,48797,1,11197,11563,3,3.46085
59939,48798,1,11197,11563,4,3.63746
59939,48799,1,11197,11563,3,3.36756
59940,48779,1,11181,11563,6,3.59455
59940,48780,1,11181,11563,6,3.52861
59940,48781,1,11181,11563,6,3.45419
59940,48782,1,11197,11563,4,3.42225
59940,48783,1,11197,11547,4,2.88319
59940,48784,1,11181,11563,4,3.02678
59940,48785,1,11213,11579,4,3.9452
59940,48786,1,11181,11563,6,4.05298
59940,48787,1,11181,11563,6,3.64577
59940,48788,1,11181,11563,6,3.47239
59940,48789,1,11197,11563,6,3.53955
59940,48790,1,11197,11563,4,2.90439
59940,48791,1,11197,11579,4,2.94383
59940,48792,1,11197,11563,4,2.77632
59940,48793,1,11213,11579,4,3.41865
59940,48794,1,11197,11579,4,3.3835
59940,48795,1,11197,11579,4,3.59844
59940,48796,1,11213,11579,4,3.08304
59940,48797,1,11213,11547,4,2.96736
59940,48798,1,11165,11547,2,3.04322
59940,48799,1,11181,11531,2,3.18432
59941,48779,1,11181,11563,6,3.81972
59941,48780,1,11181,11563,6,3.50859
59941,48781,1,11181,11563,6,3.38167
59941,48782,1,11197,11563,4,3.36526
59941,48783,1,11197,11563,4,2.85174
59941,48784,1,11197,11563,4,3.32065
59941,48785,1,11181,11547,6,3.62763
59941,48786,1,11181,11563,6,3.65688
59941,48787,1,11181,11563,6,3.4415
59941,48788,1,11181,11563,6,3.2807
59941,48789,1,11181,11563,6,3.54074
59941,48790,1,11197,11563,4,3.3794
59941,48791,1,11197,11547,4,2.76215
59941,48792,1,11181,11563,4,2.96136
59941,48793,1,11213,11563,4,3.38595
59941,48794,1,11213,11579,4,3.56764
59941,48795,1,11213,11579,4,3.68712
59941,48796,1,11181,11563,4,3.17369
59941,48797,1,11181,11531,2,3.24808
59941,48798,1,11213,11563,2,2.92505
59941,48799,1,11181,11547,2,3.26866
59942,48779,1,11181,11579,6,3.40965
59942,48780,1,11181,11579,6,3.34926
59942,48781,1,11181,11579,6,3.62472
59942,48782,1,11181,11579,6,3.72792
59942,48783,1,11213,11547,4,3.18002
59942,48784,1,11197,11547,4,3.398
59942,48785,1,11181,11563,6,3.45014
59942,48786,1,11181,11563,6,3.46525
59942,48787,1,11181,11563,6,3.59542
59942,48788,1,11181,11563,6,3.46191
59942,48789,1,11213,11563,6,3.52495
59942,48790,1,11181,11563,6,3.64472
59942,48791,1,11213,11547,4,3.40559
59942,48792,1,11197,11579,4,2.92223
59942,48793,1,11197,11547,4,3.07878
59942,48794,1,11197,11579,4,3.56505
59942,48795,1,11213,11579,4,3.57091
59942,48796,1,11197,11563,4,3.10169
59942,48797,1,11181,11531,2,2.8294
59942,48798,1,11181,11531,2,2.5728
59942,48799,1,11181,11531,2,3.19551
59943,48779,1,11181,11547,6,3.11853
59943,48780,1,11181,11547,6,3.14139
59943,48781,1,11181,11579,6,3.41109
59943,48782,1,11181,11579,6,3.72125
59943,48783,1,11181,11563,6,3.55133
59943,48784,1,11197,11563,6,3.6109
59943,48785,1,11181,11563,6,3.37777
59943,48786,1,11181,11563,6,3.44582
59943,48787,1,11181,11563,6,3.57205
59943,48788,1,11181,11563,6,3.53934
59943,48789,1,11213,11563,6,3.51613
59943,48790,1,11213,11563,6,3.66608
59943,48791,1,11181,11563,6,3.79222
59943,48792,1,11181,11563,4,2.59422
59943,48793,1,11197,11579,4,2.925
59943,48794,1,11197,11563,4,2.95277
59943,48795,1,11213,11579,4,3.34767
59943,48796,1,11197,11563,4,3.17806
59943,48797,1,11197,11563,4,2.61776
59943,48798,1,11197,11563,2,2.77266
59943,48799,1,11213,11547,2,2.69618
59944,48779,1,11181,11547,6,3.2642
59944,48780,1,11181,11547,6,3.28545
59944,48781,1,11181,11579,6,3.54476
59944,48782,1,11181,11579,6,3.799
59944,48783,1,11181,11563,6,3.34225
59944,48784,1,11181,11563,6,3.48874
59944,48785,1,11181,11563,6,3.05851
59944,48786,1,11181,11563,6,3.30883
59944,48787,1,11181,11563,6,3.6626
59944,48788,1,11197,11563,6,3.46376
59944,48789,1,11197,11563,6,3.62858
59944,48790,1,11197,11563,6,3.47602
59944,48791,1,11197,11563,6,3.66034
59944,48792,1,11197,11563,6,3.54731
59944,48793,1,11197,11563,4,2.66252
59944,48794,1,11197,11547,4,2.48597
59944,48795,1,11213,11563,4,3.40919
59944,48796,1,11213,11563,4,3.7686
59944,48797,1,11213,11563,4,3.16143
59944,48798,1,11197,11547,4,2.6984
59944,48799,1,11213,11547,2,2.77786
59945,48779,1,11181,11547,6,3.34724
59945,48780,1,11197,11547,6,3.53064
59945,48781,1,11181,11547,8,3.5104
59945,48782,1,11197,11579,6,3.48845
59945,48783,1,11181,11563,6,3.38583
59945,48784,1,11181,11563,6,3.34551
59945,48785,1,11181,11563,6,3.32684
59945,48786,1,11181,11563,6,3.15027
59945,48787,1,11197,11563,6,3.54604
59945,48788,1,11197,11563,6,3.54774
59945,48789,1,11197,11563,6,3.72578
59945,48790,1,11197,11563,6,3.63566
59945,48791,1,11197,11563,6,3.87233
59945,48792,1,11197,11547,6,3.52433
59945,48793,1,11197,11547,4,3.88024
59945,48794,1,11213,11579,4,2.84375
59945,48795,1,11197,11547,4,3.09075
59945,48796,1,11213,11563,4,3.52264
59945,48797,1,11197,11563,4,3.36426
59945,48798,1,11197,11563,4,3.34556
59945,48799,1,11197,11563,4,3.03163
59946,48779,1,11181,11547,6,3.64613
59946,48780,1,11197,11547,9,3.37248
59946,48781,1,11197,11547,6,3.51882
59946,48782,1,11197,11579,6,3.53097
59946,48783,1,11181,11563,6,3.43005
59946,48784,1,11181,11563,6,3.35028
59946,48785,1,11181,11563,6,2.97045
59946,48786,1,11181,11563,6,2.88952
59946,48787,1,11181,11563,6,3.22849
59946,48788,1,11197,11547,6,3.10858
59946,48789,1,11197,11563,6,3.75748
59946,48790,1,11197,11563,6,3.59227
59946,48791,1,11197,11563,6,3.53817
59946,48792,1,11197,11563,6,3.77025
59946,48793,1,11197,11563,6,3.54614
59946,48794,1,11197,11563,4,3.12728
59946,48795,1,11197,11563,4,3.10335
59946,48796,1,11197,11579,4,2.83452
59946,48797,1,11197,11563,4,2.85657
59946,48798,1,11181,11563,4,3.3237
59946,48799,1,11197,11531,2,2.92362
59947,48779,1,11181,11547,6,3.78502
59947,48780,1,11197,11547,6,3.78554
59947,48781,1,11197,11547,6,3.368
59947,48782,1,11197,11547,6,3.38024
59947,48783,1,11181,11563,6,3.28416
59947,48784,1,11181,11563,6,3.2352
59947,48785,1,11181,11563,6,3.2765
59947,48786,1,11181,11563,6,3.11292
59947,48787,1,11181,11563,6,3.07684
59947,48788,1,11197,11563,6,3.00127
59947,48789,1,11197,11563,6,3.6848
59947,48790,1,11197,11563,6,3.68396
59947,48791,1,11197,11563,6,3.40223
59947,48792,1,11197,11563,6,3.50128
59947,48793,1,11181,11563,6,3.45048
59947,48794,1,11197,11547,6,3.43483
59947,48795,1,11213,11547,4,3.29839
59947,48796,1,11181,11563,4,2.98428
59947,48797,1,11213,11563,2,3.10935
59947,48798,1,11197,11547,2,3.13748
59947,48799,1,11181,11531,2,3.15582
59948,48779,1,11181,11547,6,3.6773
59948,48780,1,11197,11547,6,3.39735
59948,48781,1,11197,11547,6,3.42301
59948,48782,1,11197,11547,6,3.19946
59948,48783,1,11181,11547,6,3.18071
59948,48784,1,11181,11563,6,3.14737
59948,48785,1,11181,11563,6,3.13661
59948,48786,1,11181,11563,6,3.08121
59948,48787,1,11181,11563,6,3.29265
59948,48788,1,11197,11563,6,2.99068
59948,48789,1,11197,11563,6,3.20268
59948,48790,1,11197,11563,6,3.27725
59948,48791,1,11197,11563,6,3.22677
59948,48792,1,11197,11563,6,3.36845
59948,48793,1,11213,11563,6,3.12001
59948,48794,1,11197,11563,6,3.14738
59948,48795,1,11197,11531,8,3.39394
59948,48796,1,11181,11547,2,3.7245
59948,48797,1,11181,11547,2,3.13707
59948,48798,1,11197,11547,2,3.00329
59948,48799,1,11197,11547,2,2.9904
59949,48779,1,11181,11547,6,3.60416
59949,48780,1,11197,11547,6,3.45979
59949,48781,1,11197,11547,6,3.49037
59949,48782,1,11197,11547,6,3.24968
59949,48783,1,11181,11547,6,3.26843
59949,48784,1,11181,11563,6,3.1733
59949,48785,1,11181,11563,6,3.22011
59949,48786,1,11181,11563,6,3.19918
59949,48787,1,11181,11563,6,3.30165
59949,48788,1,11181,11563,6,2.87723
59949,48789,1,11181,11563,6,2.99956
59949,48790,1,11213,11563,6,3.43421
59949,48791,1,11197,11563,6,3.53289
59949,48792,1,11197,11563,6,3.27514
59949,48793,1,11197,11563,6,3.76381
59949,48794,1,11213,11563,6,4.04818
59949,48795,1,11197,11563,6,3.80305
59949,48796,1,11181,11563,4,3.60093
59949,48797,1,11197,11531,2,3.17817
59949,48798,1,11197,11563,4,2.51403
59949,48799,1,11197,11563,4,2.48349
59950,48779,1,11181,11547,6,3.55767
59950,48780,1,11181,11547,6,3.37868
59950,48781,1,11197,11547,6,3.12659
59950,48782,1,11197,11547,6,3.19152
59950,48783,1,11197,11547,6,3.43226
59950,48784,1,11181,11563,6,3.20397
59950,48785,1,11181,11563,6,3.28672
59950,48786,1,11181,11563,6,3.1191
59950,48787,1,11181,11563,6,3.15075
59950,48788,1,11197,11563,6,2.82381
59950,48789,1,11197,11563,6,2.99474
59950,48790,1,11213,11563,6,3.159
59950,48791,1,11197,11563,6,3.0764
59950,48792,1,11197,11547,8,3.58438
59950,48793,1,11213,11563,6,3.75126
59950,48794,1,11213,11563,6,4.31821
59950,48795,1,11197,11563,6,3.82305
59950,48796,1,11197,11563,6,3.17309
59950,48797,1,11181,11579,4,3.11738
59950,48798,1,11197,11563,4,2.73242
59950,48799,1,11197,11563,4,2.3321
59951,48779,1,11181,11563,6,2.89006
59951,48780,1,11197,11547,6,2.93407
59951,48781,1,11197,11547,6,2.84725
59951,48782,1,11197,11547,6,3.40096
59951,48783,1,11197,11547,6,3.48805
59951,48784,1,11181,11563,6,3.2052
59951,48785,1,11181,11563,6,3.05464
59951,48786,1,11181,11563,6,3.11457
59951,48787,1,11181,11563,6,2.96522
59951,48788,1,11181,11563,6,3.00751
59951,48789,1,11197,11547,8,3.58626
59951,48790,1,11197,11547,8,3.69932
59951,48791,1,11197,11547,8,3.25741
59951,48792,1,11197,11531,8,3.79226
59951,48793,1,11197,11547,8,3.98093
59951,48794,1,11197,11563,6,4.2966
59951,48795,1,11213,11563,6,3.8848
59951,48796,1,11197,11563,6,3.06582
59951,48797,1,11197,11579,6,3.36547
59951,48798,1,11181,11547,2,3.23583
59951,48799,1,11197,11547,4,2.42017
59952,48779,1,11197,11563,6,3.8458
59952,48780,1,11197,11547,6,3.29611
59952,48781,1,11197,11547,6,3.26954
59952,48782,1,11181,11547,6,3.66974
59952,48783,1,11181,11547,6,3.45801
59952,48784,1,11181,11563,6,3.3893
59952,48785,1,11181,11563,6,3.09124
59952,48786,1,11181,11563,6,3.21317
59952,48787,1,11181,11563,6,3.01894
59952,48788,1,11197,11563,6,3.36895
59952,48789,1,11197,11547,8,3.58847
59952,48790,1,11197,11547,8,3.34819
59952,48791,1,11197,11531,8,3.29798
59952,48792,1,11197,11563,6,3.44553
59952,48793,1,11213,11563,6,4.03957
59952,48794,1,11197,11547,8,4.24032
59952,48795,1,11213,11563,6,4.08287
59952,48796,1,11213,11563,6,4.11782
59952,48797,1,11197,11547,6,3.97513
59952,48798,1,11181,11547,4,3.5277
59952,48799,1,11181,11563,4,3.42403
59953,48779,1,11197,11563,6,3.88839
59953,48780,1,11197,11563,6,3.87504
59953,48781,1,11197,11547,6,3.92015
59953,48782,1,11197,11547,6,3.3867
59953,48783,1,11181,11547,6,3.48153
59953,48784,1,11181,11563,6,3.70985
59953,48785,1,11181,11563,6,3.25415
59953,48786,1,11181,11563,6,3.06837
59953,48787,1,11181,11563,6,3.30886
59953,48788,1,11197,11563,6,3.28114
59953,48789,1,11213,11579,9,3.78076
59953,48790,1,11213,11579,9,3.34484
59953,48791,1,11197,11531,8,3.5035
59953,48792,1,11197,11563,6,3.41619
59953,48793,1,11197,11563,6,4.24851
59953,48794,1,11197,11547,8,4.19464
59953,48795,1,11197,11547,7,4.46589
59953,48796,1,11197,11563,6,4.27784
59953,48797,1,11197,11563,6,4.10153
59953,48798,1,11181,11531,6,3.83267
59953,48799,1,11197,11563,4,3.16781
59954,48779,1,11197,11563,6,3.75129
59954,48780,1,11213,11563,6,3.92199
59954,48781,1,11213,11547,6,3.93973
59954,48782,1,11197,11547,6,3.30473
59954,48783,1,11197,11547,6,3.57998
59954,48784,1,11181,11563,6,3.26643
59954,48785,1,11197,11563,6,3.12933
59954,48786,1,11197,11563,6,2.89843
59954,48787,1,11213,11563,6,3.37081
59954,48788,1,11213,11563,6,3.524
59954,48789,1,11213,11563,6,3.47825
59954,48790,1,11197,11563,6,3.42284
59954,48791,1,11197,11531,8,3.81401
